"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Everyday Checking (TG)","","25-03-2026","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","From World Vision Ca",0.00$,1003.61$,"Reconciled"
"Credit Card (TG)","","24-03-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 1.20 ~ Category: Bill Payment",60.00$,0.00$,"Reconciled"
"Credit Card (TG)","","24-03-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 1.00 ~ Category: Bill Payment",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","24-03-2026","MOBERLY NATURAL FOODS TORONTO ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.24 ~ Category: Groceries",11.98$,0.00$,"Reconciled"
"Credit Card (TG)","","24-03-2026","SHOPPERS DRUG MART #05 TORONTO O","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","Rewards earned: 0.04 ~ Category: Drug Store",7.90$,0.00$,"Reconciled"
"Credit Card (TG)","","24-03-2026","SQ *THE SHMOOZ Toronto ON","Cumulative: Eating Out","Cumulative","Eating Out","coffee with Chris",4.88$,0.00$,"Reconciled"
"BBC Visa","","23-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","WEALTHSIMPLE TAX TORONTO, ON",90.40$,0.00$,"Reconciled"
"BBC Visa","","23-03-2026","","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget","CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM, CA",28.00$,0.00$,"Reconciled"
"Credit Card (TG)","","21-03-2026","Bulk Barn","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.09 ~ Category: Other",18.77$,0.00$,"Reconciled"
"Credit Card (TG)","","21-03-2026","PRESTO FARE/RDBRJBS2RL Toronto O","Cumulative: Public Transportation","Cumulative","Public Transportation","Rewards earned: 0.02 ~ Category: Parking",3.30$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","21-03-2026","Value Village","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.02 ~ Category: Other",3.14$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","20-03-2026","No Frills","Monthly: Groceries","Monthly","Groceries","Rewards earned: 3.86 ~ Category: Groceries",193.06$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","20-03-2026","CCB","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,399.75$,"Reconciled"
"Credit Card (TG)","","19-03-2026","ONCE UPON A CHILD TORONTO ON","Cumulative: Progeny","Cumulative","Progeny","Rewards earned: 0.10 ~ Category: Other",20.79$,0.00$,"Reconciled"
"BBC Visa","","17-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","RECEIPT BK US TA DEXT WWW.DEXT.COM, DC",39.50$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","17-03-2026","SP ODDBUNCH LONDON ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.15 ~ Category: Bill Payment",29.99$,0.00$,"Reconciled"
"Credit Card (TG)","","17-03-2026","POURED COFFEE TORONTO ON","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.07 ~ Category: Restaurant",13.56$,0.00$,"Reconciled"
"Credit Card (TG)","","17-03-2026","THE ONLY CAFE GALLERY TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","Rewards earned: 0.02 ~ Category: Restaurant",3.75$,0.00$,"Reconciled"
"Credit Card (TG)","","16-03-2026","OXIO.CA MONTREAL QC","Monthly: Internet","Monthly","Internet","Rewards earned: 1.79 ~ Category: Bill Payment",89.27$,0.00$,"Reconciled"
"Everyday Checking (TG)","","16-03-2026","EFT Withdrawal to World Vision","Tax Deductible: God's Money","Tax Deductible","God's Money","To World Vision",49.00$,0.00$,"Reconciled"
"Credit Card (TG)","","16-03-2026","MOFER COFFEE TORONTO ON","Cumulative: Eating Out","Cumulative","Eating Out","Rewards earned: 0.04 ~ Category: Restaurant",7.45$,0.00$,"Reconciled"
"Credit Card (TG)","","15-03-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 1.00 ~ Category: Bill Payment",50.00$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","15-03-2026","VM 7975 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","Rewards earned: 0.24 ~ Category: Groceries",12.02$,0.00$,"Reconciled"
"Reconcile account","","13-03-2026","Transfer : Tim's Pension","Savings: Retirement","Savings","Retirement","Pension transfer",336.92$,0.00$,"Reconciled"
"WS Joint Checking","","13-03-2026","Transfer : Viv's TFSA","Savings: House","Savings","House","",56.00$,0.00$,"Reconciled"
"WS Joint Checking","","13-03-2026","Transfer : Timmy's TFSA","Savings: House","Savings","House","",26.00$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","13-03-2026","Value Village","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.03 ~ Category: Other",5.87$,0.00$,"Reconciled"
"Timmy's TFSA","","13-03-2026","Transfer : WS Joint Checking","","","","",0.00$,26.00$,"Reconciled"
"Viv's TFSA","","13-03-2026","Transfer : WS Joint Checking","","","","",0.00$,56.00$,"Reconciled"
"Reconcile account","","13-03-2026","Timmy's Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,336.92$,"Reconciled"
"Tim's Pension","","13-03-2026","Transfer : Reconcile account","","","","Pension transfer",0.00$,336.92$,"Uncleared"
"Viv's Credit Card (TG)","","12-03-2026","WWW COSTCO CA OTTAWA ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","Rewards earned: 1.35 ~ Category: Other",270.66$,0.00$,"Reconciled"
"Credit Card (TG)","","12-03-2026","SHOPPERS DRUG MART #05 TORONTO O","Cumulative: Health & Pharmacy","Cumulative","Health & Pharmacy","Rewards earned: 0.37 ~ Category: Drug Store",74.64$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","12-03-2026","SHOPPERS DRUG MART #05 TORONTO O","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","Rewards earned: 0.84 ~ Category: Drug Store",41.96$,0.00$,"Reconciled"
"Credit Card (TG)","","12-03-2026","PRESTO FARE/RBN9FKLFQN Toronto O","Cumulative: Public Transportation","Cumulative","Public Transportation","Rewards earned: 0.02 ~ Category: Parking",3.30$,0.00$,"Reconciled"
"Credit Card (TG)","","12-03-2026","Value Village","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.01 ~ Category: Other",2.61$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","12-03-2026","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,10.41$,"Reconciled"
"Viv's Credit Card (TG)","","11-03-2026","SP ODDBUNCH LONDON ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.18 ~ Category: Bill Payment",35.99$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","11-03-2026","Value Village","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.03 ~ Category: Other",6.28$,0.00$,"Reconciled"
"WS Joint Checking","","11-03-2026","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1000.00$,"Reconciled"
"Everyday Checking (TG)","","11-03-2026","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","From World Vision Ca",0.00$,1003.61$,"Reconciled"
"WS Joint Checking","","10-03-2026","Transfer : Viv's Paycheck (TD)","","","","",1200.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","10-03-2026","Transfer : Viv's Credit Card (TG)","","","","To TANGERINE CCRD",959.45$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","10-03-2026","YMCA OF GREATER TORONT TORONTO O","Cumulative: Exercise","Cumulative","Exercise","Rewards earned: 0.28 ~ Category: Bill Payment",55.37$,0.00$,"Reconciled"
"Credit Card (TG)","","10-03-2026","FIDO Mobile ******1514 TORONTO O","Monthly: Cellphone","Monthly","Cellphone","Rewards earned: 0.90 ~ Category: Bill Payment",45.20$,0.00$,"Reconciled"
"BBC Chequing","","10-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","",11.64$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","10-03-2026","Transfer : Everyday Checking (TG)","","","","To TANGERINE CCRD",0.00$,959.45$,"Reconciled"
"Viv's Paycheck (TD)","","10-03-2026","Transfer : WS Joint Checking","","","","",0.00$,1200.00$,"Reconciled"
"BBC Chequing","","09-03-2026","Transfer : Credit Card (TG)","","","","",1000.00$,0.00$,"Reconciled"
"Credit Card (TG)","","09-03-2026","ECONOMICAL INSURANCE WATERLOO ON","Cumulative: Car","Cumulative","Car","Rewards earned: 3.77 ~ Category: Bill Payment",188.32$,0.00$,"Reconciled"
"BBC Chequing","","09-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,392.68$,"Reconciled"
"Credit Card (TG)","","09-03-2026","Transfer : BBC Chequing","","","","",0.00$,1000.00$,"Reconciled"
"Viv's Credit Card (TG)","","08-03-2026","DOLLARAMA # 764 TORONTO ON","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","Rewards earned: 0.06 ~ Category: Other",11.87$,0.00$,"Reconciled"
"Amroth Equity","","08-03-2026","","","","","Mortgage Principal Payment",0.00$,1114.01$,"Reconciled"
"Viv's Credit Card (TG)","","06-03-2026","No Frills","Monthly: Groceries","Monthly","Groceries","Rewards earned: 3.56 ~ Category: Groceries",178.18$,0.00$,"Reconciled"
"Cash","","06-03-2026","","Monthly: Groceries","Monthly","Groceries","maple syrup",85.00$,0.00$,"Cleared"
"Credit Card (TG)","","06-03-2026","BEAUTYSENSE.CA KIRKLAND QC","Cumulative: Fun, Dates & Hobbies","Cumulative","Fun, Dates & Hobbies","fun slippy bottle",83.60$,0.00$,"Reconciled"
"WS Joint Checking","","06-03-2026","Blue seed","Monthly: Groceries","Monthly","Groceries","",31.50$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","06-03-2026","Value Village","Cumulative: Gifts","Cumulative","Gifts","Rewards earned: 0.04 ~ Category: Other",7.34$,0.00$,"Reconciled"
"Credit Card (TG)","","05-03-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 2.00 ~ Category: Bill Payment",100.00$,0.00$,"Reconciled"
"Credit Card (TG)","","05-03-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 2.00 ~ Category: Bill Payment",100.00$,0.00$,"Reconciled"
"Credit Card (TG)","","05-03-2026","WORLD VISION CANADA MISSISSAUGA","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 0.78 ~ Category: Bill Payment",39.00$,0.00$,"Reconciled"
"BBC Chequing","","05-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1015.59$,"Reconciled"
"Credit Card (TG)","","04-03-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 3.00 ~ Category: Bill Payment",150.00$,0.00$,"Reconciled"
"BBC Chequing","","04-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","",105.00$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","04-03-2026","SP ODDBUNCH LONDON ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.18 ~ Category: Bill Payment",35.99$,0.00$,"Reconciled"
"BBC Chequing","","04-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,40.00$,"Reconciled"
"Everyday Checking (TG)","","03-03-2026","EFT Withdrawal to INTER-VARSITY","Tax Deductible: God's Money","Tax Deductible","God's Money","To INTER-VARSITY",50.00$,0.00$,"Reconciled"
"Everyday Checking (TG)","","03-03-2026","EFT Withdrawal to EMP LIFE","Monthly: Life Insurance","Monthly","Life Insurance","To EMP LIFE",48.83$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","03-03-2026","Value Village","Cumulative: Home Improvement","Cumulative","Home Improvement","Rewards earned: 0.15 ~ Category: Other",29.62$,0.00$,"Reconciled"
"Timmy's TFSA","","03-03-2026","Reconciliation Balance Adjustment","","","","Entered automatically by YNAB",0.00$,47.03$,"Reconciled"
"Viv's Paycheck (TD)","","02-03-2026","Amroth House","Monthly: Amroth House","Monthly","Amroth House","",3762.05$,0.00$,"Reconciled"
"WS Joint Checking","","02-03-2026","Victoria Education Centre","Monthly: Daycare","Monthly","Daycare","",478.50$,0.00$,"Reconciled"
"BBC Visa","","02-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","CBSA-ASFC OTTAWA, ON",244.52$,0.00$,"Reconciled"
"BBC Visa","","02-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","INTUIT *QBooks Payroll 888-829-8589, ON",204.66$,0.00$,"Reconciled"
"BBC Visa","","02-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","GOOGLE *Workspace_bend 855-222-8603, ON",22.00$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","02-03-2026","PRESTO AUTL TORONTO ON","Cumulative: Public Transportation","Cumulative","Public Transportation","Rewards earned: 0.10 ~ Category: Bill Payment",20.00$,0.00$,"Reconciled"
"BBC Visa","","02-03-2026","","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget","DIGITALOCEAN.COM SAINT JOHN, NB 10.39 USD @ 1.403272",14.58$,0.00$,"Reconciled"
"BBC Visa","","02-03-2026","BBC Income","Inflow: Ready to Assign","Inflow","Ready to Assign","Amazon Web Services www.amazon.ca, ON",0.78$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","02-03-2026","Amroth House","Cumulative: Home Improvement","Cumulative","Home Improvement","",0.00$,28.00$,"Reconciled"
"Credit Card (TG)","","01-03-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 0.60 ~ Category: Bill Payment",30.00$,0.00$,"Reconciled"
"WS Joint Checking","","01-03-2026","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,25.43$,"Reconciled"
"Reconcile account","","28-02-2026","Transfer : Viv's Pension","Savings: Retirement","Savings","Retirement","Pension Transfer",291.75$,0.00$,"Reconciled"
"Credit Card (TG)","","28-02-2026","TORONTO PARKING AUTHOR TORONTO O","Cumulative: Car","Cumulative","Car","Rewards earned: 0.10 ~ Category: Parking",20.00$,0.00$,"Reconciled"
"Credit Card (TG)","","28-02-2026","PRESTO FARE/R8D587PKRL Toronto O","Cumulative: Public Transportation","Cumulative","Public Transportation","Rewards earned: 0.03 ~ Category: Parking",6.60$,0.00$,"Reconciled"
"Everyday Checking (TG)","","28-02-2026","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,0.03$,"Reconciled"
"CC Rewards (TG)","","28-02-2026","Credit Card Rewards Redemption","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,21.99$,"Reconciled"
"Viv's TFSA","","28-02-2026","Investment Gain/Loss","","","","Entered automatically by YNAB",0.00$,28.39$,"Reconciled"
"RESP","","28-02-2026","Investment Gain/Loss","","","","Entered automatically by YNAB",0.00$,56.94$,"Reconciled"
"Viv's Pension","","28-02-2026","Transfer : Reconcile account","","","","Pension Transfer",0.00$,291.75$,"Uncleared"
"Reconcile account","","28-02-2026","Vivian Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,291.75$,"Reconciled"
"Reconcile account","","27-02-2026","Transfer : Tim's Pension","Savings: Retirement","Savings","Retirement","Pension transfer",336.92$,0.00$,"Reconciled"
"Credit Card (TG)","","27-02-2026","WALMART.CA Mississauga ON","Cumulative: Progeny","Cumulative","Progeny","wipes & diapers",93.20$,0.00$,"Reconciled"
"Credit Card (TG)","","27-02-2026","2CO.COM|GMAC AMSTERDAM NLD NLD","Cumulative: Books & Education","Cumulative","Books & Education","sending transcript to Smith",55.56$,0.00$,"Reconciled"
"Credit Card (TG)","","27-02-2026","TORONTO PARKING AUTHOR TORONTO O","Cumulative: Car","Cumulative","Car","Rewards earned: 0.10 ~ Category: Parking",20.00$,0.00$,"Reconciled"
"Credit Card (TG)","","27-02-2026","VM 7975 TORONTO ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.32 ~ Category: Groceries",15.81$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","27-02-2026","Bank","Cumulative: Fees","Cumulative","Fees","ACCT BAL REBATE",11.95$,0.00$,"Reconciled"
"Viv's Paycheck (TD)","","27-02-2026","Bank","Cumulative: Fees","Cumulative","Fees","ACCT BAL REBATE",0.00$,11.95$,"Reconciled"
"Tim's Pension","","27-02-2026","Transfer : Reconcile account","","","","Pension transfer",0.00$,336.92$,"Uncleared"
"Reconcile account","","27-02-2026","Timmy's Pension","Inflow: Ready to Assign","Inflow","Ready to Assign","Pension Payment",0.00$,336.92$,"Reconciled"
"Viv's Paycheck (TD)","","27-02-2026","CHURCH OF THE R PAY","Inflow: Ready to Assign","Inflow","Ready to Assign","CHURCH OF THE R  PAY",0.00$,2757.18$,"Reconciled"
"Viv's Credit Card (TG)","","26-02-2026","WWW COSTCO CA OTTAWA ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.40 ~ Category: Other",79.30$,0.00$,"Reconciled"
"WS Joint Checking","","26-02-2026","Transfer : RESP","Savings: RESP","Savings","RESP","",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","26-02-2026","TORONTO EAST HOME HARD TORONTO O","Tax Deductible: Vivian's Work","Tax Deductible","Vivian's Work","Rewards earned: 0.06 ~ Category: Home Improvement",11.84$,0.00$,"Reconciled"
"Credit Card (TG)","","26-02-2026","PARCHMENT-UNIV DOCS SOTTSDALE AZ","Cumulative: Books & Education","Cumulative","Books & Education","MFIT transcript fee",4.21$,0.00$,"Reconciled"
"RESP","","26-02-2026","Transfer : WS Joint Checking","","","","",0.00$,50.00$,"Reconciled"
"Viv's Credit Card (TG)","","25-02-2026","WWW COSTCO CA OTTAWA ON","Cumulative: Home Improvement","Cumulative","Home Improvement","king bed sheets",90.39$,0.00$,"Reconciled"
"Viv's Credit Card (TG)","","25-02-2026","SP ODDBUNCH LONDON ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.18 ~ Category: Bill Payment",35.99$,0.00$,"Reconciled"
"BBC Chequing","","25-02-2026","Interest","Inflow: Ready to Assign","Inflow","Ready to Assign","INTEREST",0.00$,0.02$,"Reconciled"
"Everyday Checking (TG)","","25-02-2026","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","From World Vision Ca",0.00$,976.68$,"Reconciled"
"WS Joint Checking","","25-02-2026","World Vision","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,1000.00$,"Reconciled"
"Everyday Checking (TG)","","24-02-2026","Transfer : Credit Card (TG)","","","","",1255.56$,0.00$,"Reconciled"
"Credit Card (TG)","","24-02-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 1.20 ~ Category: Bill Payment",60.00$,0.00$,"Reconciled"
"Credit Card (TG)","","24-02-2026","Canada Helps","Tax Deductible: God's Money","Tax Deductible","God's Money","Rewards earned: 1.00 ~ Category: Bill Payment",50.00$,0.00$,"Reconciled"
"Credit Card (TG)","","24-02-2026","FOOD BASICS 880 TORONTO ON","Monthly: Groceries","Monthly","Groceries","Rewards earned: 0.10 ~ Category: Groceries",4.88$,0.00$,"Reconciled"
"Credit Card (TG)","","24-02-2026","Transfer : Everyday Checking (TG)","","","","",0.00$,1255.56$,"Reconciled"
"BBC Chequing","","23-02-2026","Transfer : BBC Visa","","","","PAYMENT THANK YOU/PAIEMEN T MERCI",700.00$,0.00$,"Reconciled"
"BBC Visa","","23-02-2026","","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget","CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM, CA",28.00$,0.00$,"Reconciled"
"BBC Visa","","23-02-2026","","Tax Deductible: Koala Budget","Tax Deductible","Koala Budget","DNH*GODADDY#4018906927 866-938-1119, BC",20.65$,0.00$,"Reconciled"
